id,texto,sentimento
479,A Ofélia até morre se sabe do emprego dele #AGataComeuNoGloboplay,-1
145,"O sonho era o seguinte : vcs duas , faziam a remake de mulheres de Areia , @fulano era Ruthe e @fulano era Raquel",0
557,"@fulano @fulano Isso que me preocupa também, comecei assistir Terra Nostra e Passione e pretendo terminá-las.",-1
357,uma dica para quem gostou de round 6: alice in borderland,1
537,"Não me lembro de quase nada da novela Pedra sobre Pedra, mas tem ali uma música que continuo a ouvir com regularidade 20 e tal anos depois, Cabecinha no Ombro.",-1
289,"Não foi o caso da novela não ter força. A Gloria precisou terminar Explode Coração com 155 capítulos por causa do julgamento do assassino da filha dela. Como ORDG não tinha frente ainda, optou-se pela exibição de O Fim do Mundo antes da novela do Benedito",0
590,Ver o Gianecchini e a Marieta Severo se pegando é muito estranho depois de ter visto eles em Laços de Família #VerdadesSecretas,-1
193,A CONDESSA é a morena do juvenal KKKKKKKKKKKKKKK oh grito que eu dei #DuasCarasNoGloboplay,1
640,sofro por amar tanto esta #AViagemNoGloboplay,1
114,"comecei ver mulheres de areia, vou terminar? n sei mas comecei a ver",0
57,ai que horror ver marieta severo e gianecchini se pegando pq eles eram tia e sobrinho em laços de família,-1
976,Cara eu não aguento o felipe vendo chocolate com pimenta e comentando comigo q nem vejo,0
759,bateu uma saudadinha de 2020... assistir laços de família comendo um croissant com suco de melancia 😭,0
205,"Sem revelar sua idade, qual foi seu primeiro crush na TV? Erik Marmo em Mulheres Apaixonadas 😂",1
887,a heloísa de mulheres apaixonadas,0
312,"@fulano @fulano bicho lembrei do que tu me falou sobre traição no Matrix ontem enquanto assistia ao Squid Game Round 6 whatever.... não sei se tu já assistiu, mas se quiser passar RAIVA & ÓDIO, fica a dica",-1
66,Quando eu vi estas cenas eu lembrei de Laços de família kkkk nas cenas do haras,1
688,@fulano sofro com o sucesso de Laços de Familia,1
883,É estranho que eu toda vez que eu vá tomar banho eu bote Don t Know Why da Norah Jones pra tocar com o objetivo de me sentir numa cena de Mulheres Apaixonadas? ( ) Sim ( ) Não ( ) Tony Ramos saxofonista fodase,1
128,Fábio e Edson podem dar as mãos #AGataComeuNoGloboplay,0
338,Isso pq vc n viu selva de pedra... A novela acaba e o ranço do   mocinho  segue,-1
629,alberto o melhor homem dessa novela falo com tanta tranquilidade #AViagemNoGloboplay,1
628,"é do jorge amado, porém o aguinaldo falou que nem por cima do cadáver dele fazem um remake de tieta. só se ele tiver morto kkk",-1
669,21 pontos laços de família bem nessa tarde de frio,1
405,Já estou no último capítulo de #MulheresApaixonadas,0
946,"A mina tá mandando o recado no título da faixa: #PrecisoDizerQueTeAmo, um clássico da novela #ExplodeCoração. Amei muito, viu amiga? 💓 #ValeAPenaOuvirDeNovo",1
938,Pqp a @fulano não tem outra novela pra reprisar não? Caralho ano sim ano não é essa porra de O Clone tnc,-1
906,A novela o clone vai voltar no vale a pena ver de novo.. aff amoo,1
674,fui hj na praia onde foi gravada a novela mulheres de areia,0
580,"Cheguei no capítulo 50 de Tieta e tava esperando mais da novela, não q esteja ruim, mas é bem lentinha né",-1
922,"Sendo um dos personagens que mais chocou o público de #Round6, o intérprete do jogador 001, Yeong-su, revelou, em entrevista ao programa de TV sul-coreano  How Do I Play , que está tendo dificuldades para administrar a...➡️",-1
918,Terra Nostra começou com a audiência lá em cima e foi caindo ao decorrer da trama...Benedito Ruy Barbosa e suas novelas que são esticadas sem necessidade e acabam ficando extremamente arrastadas e lentas.,-1
247,sera q vem ai a abertura ao som de #PedraSobrePedra??? #Imperio,0
561,Cheguei na parte de Duas Caras que Maria Paula humilha Ferraço. Que festa demorada ein. #DuasCarasnoGloboplay,-1
64,"Eita, essa está perecendo uma das Irmãs Cajazeiras da novela o Bem Amado 😂😂😂😂😂😂",1
703,"Ricardo Macchi, o Cigano Igor do sucesso Explode Coração, posa com Paola Vernareccia, no intervalo do Jornal do Almoço onde foi promover seu K7 de covers do Gipsy Kings - Igor - Cigano do Amor  - lançamento nacional e exclusivo RBS Records. Agosto de 1994. Foto: Celso Chitolina.",0
271,Alberto viu algum vulto passando antes de beijar a Estela. #AViagemNoGloboplay,0
984,A sonsa verdadeira e o falso cego #AGataComeuNoGloboplay https://t.co/ZylSBCrHSo,-1
349,Vejo o povo falar q #duascaras é only silvia gente oq é Only ? #DuasCarasNoGloboplay,0
723,Vamos nos despedir de TiTiTi e voltar com o clone Só novelão Globo,1
177,"O Alexandre tendo que proteger a Bia cara, que garota ruim 😂😂😂😂😂😂😂 #AViagemNoGloboplay",-1
220,O Bem Amado deveria ser reprisado em horário nobre,1
383,"Não acredito que o cara nunca assistiu O Rei do Gado, Terra Nostra, Esperança e Passione. #ShowDoMilhão",-1
503,"Ha 26 anos, gravação de  Explode Coração  inaugurava os Estúdios Globo, antigo Projac. De Glória Perez a trama se baseia nos costumes do povo cigano, por meio da história da cigana Dara (Tereza Seiblitz), que foi prometida ainda recém-nascida a se casar com Igor (Ricardo Macchi).",0
787,@fulano 1-A cinco passos de vc 2-Rua do medo 3-Como eu era antes de vc 4-O fim do mundo 5-Minha mãe é uma peça 3,0
618,"Fiquei sabendo semana passada que o @fulano não gostou da abertura de A Indomada. Gosto não se discute, porém eu amo aquela abertura e com o instrumental da música Maracatudo. Marcou minha infância. Que novela boa criada por esse autor. #Amo ❤️",1
379,por amor ganhou reprise NA INTEGRA em 2017 laços de familia ganhou reprise na INTEGRA em 2016 vc nao entende nada de ibope amore vc é pseudo noveleiro e burro. todo noveleiro SABE que é assim q funciona o vale a pena ver de novo ou vc só é burro e demente mesmo.,-1
260,É foda ver laços de família tóxico,-1
447,ainda falam que a vilã de selva de pedra eh a fernanda assistiram a novela errado então todas as loucuras que ela fez teve motivos plausíveis acordem tudo que a diva precisava era de amor e terapia,-1
550,Eu tô adorando Roque Santeiro. Essa novela tinha muito que ter um remake atual ❤️,1
843,"Giovana vai encontrar c pai p fazer um pg e ele vai dar só na cara, adoroooo verdades secretas",1
373,MA pq laços de família é péssima ☠️☠️☠️ ,-1
973,Aguardando um dos momentos mais prazerosos de mulheres de areia: Evandro Mesquita saindo da novela,-1
889,assistindo mulheres de areia e pensando como eu amo malu e tonho da lua MAIORES DO MUNDO,1
908,Ngm nunca vai superar chocolate com pimenta,1
513,Meu Deus eu passei a vida toda acreditando que era Por Amor e acabei de descobrir que era A Indomada ???? ,0
718,o chatissimo chove não molha do casal ascânio e leonora a luz elétrica chega no agreste graças a amizade de tieta com um senador (lenda da impessoalidade),-1
72,"Eu estou assistindo, de novo, a novela A Favorita e n canso de admirar como @fulano é maravilhosa. Amo e odeio a Flora.",1
952,Desenhamos o Mombo no Round 6! ⭕️ Alguém avisa a ele que não tem batata frita no jogo? Acompanhe o lançamento do #SuperMomboQuest no dia 4 de novembro! 👅 ,0
381,"DICA DE SÉRIE: Pra vcs que gostaram de Round 6, recomendo MUITO Alice In Boderland, o 1º EP é +-, mas é uma linha crescente, cada eposódio melhor que o anterior!",1
1035,pra mim a sequência é Explode Coração - O Rei do Gado e acabou. aqueles dias entre elas duas não existiram e é isso aí,1
739,Tô vendo mulheres de Areia 📺,0
483,Ele foi seu pai em Senhora do Destino. E o Paulo José seu pai em Explode Coração.,0
495,"eu estava obcecada, passava 80% do tempo falando de o bem amado e nos outros 20% torcia para que alguém falar sobre o bem amado para eu falar um pouco mais",1
476," e era só uma fanfic pra me salvar 😭 inclusive brenda, a Renée pega o Santoro em Explode Coração estou assim 👀",0
983,"Amo a trama da Bibi. As camadas bem construídas, mas o clone apresentava uma diversidade de tramas que me prende mais, tirando a barriga enorme da novela. Mas Maisa, Said, Mel, Lucas, Jade, Escobar, Deusa me prendem mais.",1
335,núcleo da pensão sempre curando onde dói capaz de levantar até defunto pra dar risada #AViagemNoGloboplay,1
7,com tanta novela boa a globo vai reprisar o clone pela 10° vez no vale a pena ver dnv,-1
1029,as crianças continuam fazendo mais sucesso que o Rafael kkkk #AGataComeuNoGloboplay,0
897,Pedras que cantam de Fagner não era o génerico da novela Pedra sobre Pedra?,0
1007,Eu não lembrava que Juvenal e Alzira era tão nojento de olhar. #DuasCarasNoGloboplay,-1
136,@fulano @fulano Sim. Ele amarrou  Deus  e o substituiu. É tipo Ruth e Raquel de Mulheres de Areia.,0
725,9. Laços de Familia internacional (2000). As trilhas tiveram um upgrade com o fenômeno Lara Fabian e seu Love By Grace que embalou o drama de Camila na novela de Manoel Carlos. CD que vendeu como água no natal daquele ano e presença obrigatória na estante de qualquer noveleiro.,1
817,"A novela #SelvaDePedra, o capítulo final comemorou ontem (23/8), 35 anos de exibido pela globo Adaptação da obra original de Janete Clair, foi escrita por Regina Braga e Eloy Araújo. Fernanda Torres e Tony Ramos viveram os protagonistas desta versão de 1986.",0
1022,Mirante Belvedere é onde foi gravada a famosa cena do acidente de Simone em Selva de Pedra #ParaisoTropicalNoVIVA,0
652,#Brasil #Política #Cultura #RioDeJaneiro O nome da música do Fagner é Pedras que cantam. Me lembro que era a música de abertura da novela Pedra Sobre Pedra e a novela começou em janeiro de 1992 e eu estava na praia.,0
863,"Mulheres de Areia As reviravoltas nos caminhos das gêmeas Ruth e Raquel, de perfis distintos, trazem a rivalidade em suas vidas. Tudo começa quando Raquel se casa com o namorado da irmã por interesse até que, após um acidente, é dada como morta. #MetGala2021 https://t.co/NAgflVKxH3",0
173,A partir do dia 4 já é dia de voltar a sofrer com Jade e Lucas #OClone,-1
733,Assistindo #VeredaTropicalNoGloboplay..... Vamos ver se curto e isso vira um fio,0
965,"A Sucessora e TODAS da sequência Felicidade - Mulheres Apaixonadas (tendo duas re-reprises e uma possível terceira no meio) não aguento e pode ter certeza que do jeito que as coisas tão lá pra 2024-25 tacam Páginas da Vida, a surra em América que vai morrer sem passar",0
714,"@fulano o rei do gado, o cravo e a rosa, jóia rara e laços de família",0
274,Ofélia feliz da vida #AGataComeuNoGloboplay,1
473,É oficial. Squid Game teve o melhor lançamento de sempre da Netflix https://t.co/bCXqU87WVZ #techaominuto,1
1019,"Edjo, chocolate com pimenta que é 2001, ela ainda está da mesma forma😭😭😭",0
535,Tais Araujo e Deborah Secco caindo no tapa caso a Globo invente um remake de Tieta,0
536,Aguardando o lançamento de Sex Education (4 horas 🤡),-1
1021,Quem disse que eu gosto de Laços de Família???? Eu odeio aquela novela... Mas Salve-se Quem Puder realmente é tão bomba quanto Tititi,-1
514,Round 6 é série adolescente perto de  My Name . Fica a dica pra quem quer um  k-drama  para maiores de 30 anos.,-1
862,Pela milésima vez pq amo essa novela #Laçosdefamilia https://t.co/k9NT3rTjIw,1
90,"Tinha também a novela Pedra Sobre Pedra com nudez artística (sim, era artístico, não erótico) relacionando a natureza das paisagens locais com o corpo. Claro que há problemáticas (como vender a imagem de  natureza  em tudo ligado ao Brasil), mas o conservadorismo destruiu o país.",-1
654,"@fulano A primeira novela que assistiu; Tenho lembranças de Laços de Família, mas era muito pequena ainda. A novela que me fez virar noveleira: Celebridade.",0
206,"assistindo selva de pedra e a fernanda torres com 20 anos era muito bochechuda será que depois dos 20 eu também perderei a bochecha, ficarei gostosa e inteligente??? pensando aqui",1
764,"amores falar uma coisa aqui vius não consigo explicar a sensação de ver uma novela flop/descnhecida. vc não sabe de absolutamente nada do que vai acontecer, qualquer plot pra vc eh um mistério. eh como se vc visse a favorita sem saber que a flora eh a vilã",0
86,o clone a maior novela de tds os tempos,1
931,A trilha de verdades secretas é muuuuuuuito boa pqp,1
242,Adicionaria Mulheres apaixonadas pra essa tríade de novelas das 21,0
874,"Dong-hyuk disse em uma entrevista que, apesar dos jogos de sobrevivência, Round 6 na verdade é sobre pessoas. Ele sempre achou que a série seria um fracasso retumbante ou uma obra-prima. ",0
505,É oficial!!! Mulheres de Areia novamente no #ValeAPenaVerDeNovo🗣️🗣️,1
814,"Estou adorando #VeredaTropicalNoGloboplay muito,muito,muito ❤️❤️❤️❤️ depois vou assistir a gata comeu, e Top Model pois amo o trabalho do Nuno Leal Maia",1
847,N sei pq mas antevejo que a terra nostra vá vencer nas audiências hj kkk #bbtvi,1
423,dia de lançamento de sex education🤩🤩nunca fui triste,1
83,"Vendo algumas cenas da versão original de Selva de Pedra, pena que a Regina Duarte se perdeu tanto porque a Simone era uma mocinha tão boa",1
404,vou colocar um icon de tieta tbm ainda n decidi de quem mas vou,0
691,"Boa noite.Quem ainda não assistiu ROUND 6,só dou uma dica não assista a série é aterrorizante😰",-1
116,"hoje tem temporada nova de sex education, lançamento do montero e live das misturinhas ",0
342,Mais ela tava cotada pra substituir laços de familia kkkk,0
789,terminei explode coração e meu deus que mania dos infernos de fuder com final de novela ,-1
748,A Laura sempre ganhava o Aristides na chantagem emocional kkkkk #SelvaDePedra,0
438,medo do cadeirudo da novela a indomada,-1
665,"Dica do tio Dennis: não assista sex education na academia, ainda mais na esteira KKKKKK",-1
254,"a conexão da diná e estela é uma das coisas mais lindas do mundo, 🥺🤏🏻 #aviagem",1
693,"mds vai reprisar o clone a tarde na globo, amo essa novela",1
403,"Tava vendo que vai reprisar #OClone ... Aquela música Sobre as nossas cabeças o sol, sobre as nossas cabeças a luz , me deixa angustiado... Kkkkkkk...",-1
219,"Na folga,assistindo Vereda Tropical....delícia de novela!!",1
427,off amg queria mulheres de areia 🥺🤲,1
911,"estão falando de round 6 no canal da cultura e apareceu o bts, e a menina que tá dando a entrevista tem uma pelúcia do tata.",0
265,é dificil de aceitar que o clone seja a nova novela do vale a pena ver de novo quando ela estava passando faz pouquissimo tempo no viva sla pô coloca um alma gemea passione são jorge,-1
110,otávio amor nem precisa pedir para o alberto rezar por você!! king está sempre nas orações do papacito #AViagemNoGloboplay,1
685,"tô assistindo mulheres de areia, mais depressivo q isso, impossible",-1
529,o vilão de selva de pedra era o cristiano plssss,0
486,"verdades secretas hoje vai estar bomm dms, justo no dia de formação de roça",1
291,Meu hobby tem sido maratonar A Viagem e anotar todos diálogos impossíveis hoje. Eu e o conje mijamos de rir. O melhor sao esses: Antônio Fagundes: QQ vc quer pra beber filho? Filho de 12 anos: acho que uma vodka hj E saem os dois abraçados rindo.,1
414," Se tratando de Hell de Janeiro, diria que Round 6 é a mais apropriada.  Fim de entrevista, todos saem rindo e felizes e a a 200m dali, um  novo  tiroteio se inicia.",-1
185,a dóris em mulheres apaixonadas,0
99,fui pesquisar sobre essa novela e descobri que é uma adaptação de O Bem Amado tô chocada,0
113,@fulano Laços de Família também foi anunciada em SD esticado e na hora H veio aquele zoom horroroso! kk,0
684,"AHHAHAHAHAA MORTA gente, eu lembrei um dia q tive crush na Renata sorrah qdo ela foi a Zenilda em A Indomada então não zoe, Nick HAHAHAHA",1
548,laços de família é uma bomba https://t.co/MCeoyxXqQV,-1
1009,"Laços de Família, luxo icônica melhor que Por Amor que é chata e arrastada. https://t.co/mGfaVTdeLC",-1
442,a comédia que você me prometeu wolf maya #AViagemNoGloboplay,0
644,Mano o Michael está um Terra Nostra magro e o Daniel está um Ucal. A diferença 😂 ,0
209,branca e marcieira fazendo um inspeção por todos os motéis do centro do rj kkkkkk eu amo um casaal boêmio #DuasCarasNoGloboplay,1
553,Vêm Verdades Secretas 25 pontos,0
360,ranço desse velho seboso pior que modesto pires #PedraSobrePedra,-1
299,Meu Deus eu sou muito burra quero morrer pq eu não estudava no ensino médio e ficava assistindo mulheres apaixonadas,-1
1005,"O bom de ser um noveleiro detalhista é você notar instrumentais que foram de uma novela, em outra, como esses de #AFavorita que estão tocando em #Império.",1
302,😽 Valei-me! 😳 já acabou? #AGataComeuNoGLOBOPLAY,0
833,fiquei passada quando a dona Isaura disse não acreditar na Raquel após ela negar ter matado o Wanderley #MulheresDeAreia,-1
926,Essa Regina parece um projeto de Íris de Laços de Família rsrs #OSalvadorDaPátriaNoVIVA,0
552,acabei de assistir o S01 | E54 de Mulheres de Areia ,0
207,"MANO, DANE-SE A BARRIGA, DANE-SE O TUDO! #MulheresDeAreia É UMA DAS MELHORES NOVELAS QUE EU JÁ VI!! MANO, ESSE CAPÍTULO TÁ MUITO BOM VEY, N TÔ CONSEGUINDO LIDAR https://t.co/rc3P8RFkMQ",1
160,eu voltando a ver as novelas do Viva depois de Mulheres Apaixonadas,1
1026,O criador do Round 6 deu entrevista e falou que não ficou tão rico com a série... Estimasse que a a Netflix tenha pagado pra ele 110 milhões 🤦🏽‍♂️🙄.... Não ficou tão rico é sério? Kkkkk A cara de pessoas mais pobres depois de ler isso 🤡🤡🤡🤡,-1
106,acabamos o bem amado estou tao mal,-1
681,Depois de um século vamo de botar #AGataComeuNoGloboplay em dia,0
717,Cadeirudo da novela Indomada e Monga a mulher gorila que saia de uma jaula do parque.,-1
53,o alberto move céus e terras pelo otávio quero um amor assim #AViagemNoGloboplay,1
614,"@fulano Detestei a Casa de Papel, não consegui passar do 2º episódio. Obrigada pela dica sobre o Round 6, vou passar ao largo.",-1
591,Mulheres de Areia é a NOVELA S2 #CafofoNews,1
525,02:46 Eu olhando a Netflix pra vê se sex education ja esta já está disponível kķkkk sem sucesso,-1
837,Já vou dar a dica aqui para o pessoal do Recife fazer um boneco de Olinda da boneca do Round 6,0
298,O clone vai volta na Globo novela chata mas eu amoo 😍,1
329,a energia caótica de todas as cenas em família #AViagemNoGloboplay,-1
270,raul tão cretino teve coragem de mentir pra todo mundo na cara de pau agora me diga se eu sou obrigada a ter empatia com um lixo desses #AViagemNoGloboplay,-1
861,caraio essas partes do jogador de futebol lá é um porre!!!!!!!!!!!!!!!!!!!!!! #VeredaTropical,-1
417,"E tbm tem ela, toda naturale na abertura de Tieta!",0
79,"To vendo terra NOSTRA editada, mas ainda falta 90 capítulos. Como q o jayme é lento, Pqp https://t.co/PwVnnZ4YTo",-1
551,"amo essa trilha, fico dançando aqui na pensão #AGataComeuNoGloboplay",1
677,a tua tia correu pra q a estela de mulheres apaixonadas pudesse andar,0
418,Li a entrevista do direitor/criador de Squid Game e fiquei pensando se esse homem realmente vai ter a coragem de perder mais dentes numa eventual segunda temporada,0
134,refletindo aqui amores acho que meus chacras vão realinhar novamente (ou não 🤨🤨) com o claudio cavalcanti em dose dupla na minha tela daqui 1 semana sintonizada 24 horas a viagem,1
592,"Únicos homens que prestam nessa novela: Conde Vitório, o Padre e as crianças #agatacomeunogloboplay",1
252,Novela O Clone é muito ícone 🌟,1
345,"Já vou deixar a dica aqui, se for começar a terceira temporada de sex education, n assista na tv!! Repito, n cometa esse erro.",-1
801,A cena de #JoséRaspaOCabelo tá só a Carolina Dieckmann em Laços de Família 💔 #GenesisSegunda #novelagenesis https://t.co/2tGiqBZ2OA,-1
347,tinha medo de andar na rua de noite e ver o Cadeirudo da novela A Indomada kkkkk,0
902,A Moa dando uma de Heloísa de Mulheres Apaixonadas seguindo o Pacopollo #DaCorDoPecadoNoVIVA,0
900,o artur me abandonou sozinha em s*bral no lançamento de sex education vou por ele na justiça ,-1
429,"tem isso tb, mas tipo ele não quer outra versão de tieta de jeito nenhum kkkk",-1
399,"Vai tarde, Raquel. Embora eu ame o cabelo e o estilo dela #MulheresDeAreia",1
572,A diversidade de idade desse fandom me permite conhecer Monbebes que também conheceram Mulheres Apaixonadas. Amooo 😂💜 #IM #아이엠 #CHANGKYUN #창균 #MONSTAX #몬스타엑스 ~🐺,0
981,Round 6 ensinou que os últimos serão os primeiros. #faculdade #tcc #graduacao #posgraduacao #dica #round6 #abnt ,1
78,Não tem novela melhor que Mulheres de Areia,1
50,A fase cômica chegou pra Torloni. #AViagemNoGloboplay,1
798,"silvia, com muita raiva, atropela barbara e depois diz DÁ LICENÇA capítulo 89 #DuasCaras #DuasCarasNoGloboplay",0
658,Que delícia voltar a fazer prints do nosso novelão! #AGataComeuNoGloboplay,1
458,"a primeira cena da personagem da betty em duas caras já começa com a frase  eu não estou mais exercendo o métier . literalmente, ela só faz puta, só da ela e luiza tomé nessa função KKKKK #DuasCarasNoGloboplay",-1
407,assistindo alguns capítulos pra analisar o processo judicial na trama de Chocolate com Pimenta,0
161," Round 6″ é atualmente a série mais assistida da Netflix, com mais de 140 milhões de visualizações nas primeiras quatro semanas após o lançamento. ",1
736,Meu Deus preciso ver verdades secretas,1
816,flavia surpresa com acontecimentos da novela O CLONE,1
24,como q vou ver verdades secretas e a fazenda ao mesmo tempo? aff,-1
966,Vale tudo com o famoso quem mandou Odete Roitman,1
506,Anita medrado punk anti hippie pró violencia matou um hippie #OBemAmado mas ele vive,-1
167,"comecei mulheres de areia, nada me deixa triste enquanto assisto minha novelinha",1
73,Silvia tava quieta no canto dela. Ele que foi procurar kkkkkkkkkk #DuasCarasNoGloboplay,0
290,tanta novela boa e vai passa o clone,-1
829,Dia 12 - Novelão Clássico: Vale Tudo (1988),1
489,A Márcia de Chocolate com Pimenta tem uma cabeça igual a minha 🤯,0
934,"Kim Jinmin, diretor de My Name, mostrou gratidão pelo sucesso de Round 6 na Netflix. Em entrevista ao The Korea Herald, ele disse:  Devo agradecer a Round 6 por focar a atenção internacional no conteúdo coreano.  #DoseDeKdrama #MyName #Round6 #HanSohee ",0
278,"eu to com um nojo do odorico, nao posso ver a cara desse velho desgraçado. quero ver como vou terminar a novela #OBemAmado ",-1
958,Recapitulando aqui... Pareceu um episódio daquela novela O Fim do Mundo,0
337,A 3° temporada de sex education já está disponível na Netflix. ,0
841,Round 6 se tornou o maior lançamento da netflix eu não dei conta de ver 1 capítulo que série horrorosa,-1
358,como assistir verdades secretas tendo 300 programas antes,-1
559,A nova temporada de Sex Education já está disponível na  🍆🍑,0
803,A reprise de O Clone hitando horrores. Um novelão é um novelão!,1
772,aguardando o lançamento da s3 de sex education,0
979,"Não acredito que ele tá me fazendo ficar curiosa pra ver sex education, fujo dessa série desde o lançamento",-1
656,"Depois 23 anos,  Terra Nostra , de Benedito Ruy Barbosa, desbancou  Escrava Isaura  do título de novela brasileira mais exportada da história. Uma super produção na época, a saga dos italianos foi vendida para 83 países contra 79 que já haviam visto a escrava branca.",1
799,"#Brasil #Política #Cultura #RioDeJaneiro Tava aqui pensando nessa situação abominável cruel de pessoas comerem ossos no RJ e me veio na cabeça aquela música do Fagner da novela Pedra Sobre Pedra de 1992 da Globo que é assim:  Quem é rico mora na praia, mas quem trabalha",-1
909,Eu queria que a Globo fizesse remake de O Bem Amado https://t.co/tTRjgViuf9,1
794,Vocês sentem saudades de alguma novela? Quando vê uma cena ou ouve a música tema? A Sorrah postou um vídeo de #PedraSobrePedra e me bateu uma saudade tão tão grande...,1
970,"@fulano @fulano Estranhamente, laços de família e o rei do gado fizeram sucesso, enquanto reprises inéditas como belíssima e Tititi patinaram na audiência, então a Globo tá certa né em apostar em re reprises?",1
327,Eu tenho um autógrafo dele da época de Terra Nostra amg 🥰,1
362,Comecei a ver explode coração de 1995.... Eu e meu apego por novelas antigas,1
3,"a fernanda de selva de pedra amg kkk o par romântico com a beth goulart, foi barrado pela censura",0
698,Tadinho de Bernardinho. Bichinho #DuasCarasNoGloboplay,0
949,ATENÇÃO THIS IS NOT A DRILL REDE GLOBULO VAI REPRISAR (DE NOVO) A NOVELA O CLONE,1
157,Deus me livre O @fulano arecem reprisou #oclone e a @fulano vai e reprisa a mesma em bem pouco tempo.,-1
749,"Segundo documentos do Bloomberg News, com apenas 1 mês de lançamento,  Round 6  já gerou cerca $ 900 MILHÕES em valor para Netflix. Todos os 9 episódios da série tiveram um orçamento de $ 21,4 MILHÕES. Em comparação, 2 episódios de  The Crown  custaram $ 26 MILHÕES, em média. ",1
996,Eu no cap 6 de Tieta e simplesmente não consigo não assistir sem ficar gritando com a TV mds que Odiooooooo vou me *,-1
257,"Helena e Teobaldo é o núcleo mais insuportável e absurdo de a indomada, simplesmente não aguento",-1
538,"Sex Education: 3ª temporada já está disponível na Netflix Se você aguardava ansiosamente pela estreia da terceira temporada de Sex Education, já pode preparar a pipoca. Os novos episódios já estão disponíveis na Netflix. Na nova temporada,  Otis está f... ",1
463,@fulano ninguém gosta da terra nostra kkkkkk,-1
340,comentando pela última vez o bem amado 😭,-1
415,e agora que estamos assistindo selva de pedra meu pai me chama de simone e eu chamo ele de tide,0
44,Gente Heloísa aos prantos só pq o Marido vai viajar .. é a melhor cena de Mulheres Apaixonadas ate o momento ahahahahahah meu Deus que psicopata,-1
12,Que saudades da minha maratona de #DuasCarasNoGloboplay,1
244,O que torna essa semana especial é o lançamento da terceira temporada de sex education,1
422,"A chamada do clone, e como estou nesse momento: #OClone #Império",1
885,picos de 25 quando a Jade for pega nas ruínas #OClone,1
101,em um caso seríssimo com a abertura de o bem amado,1
221,"queria por Tieta mas lembro 30% da novela, quero rever o luxo",1
176,Pelo visto cheguei na barriga de #MulheresDeAreia,0
776,a 3ª temporada de Sex Education já está disponível na Netflix.,0
65,"Amiga, eu tenho outras novelas maravilhosas pra você! 📺 Duas Caras 📺 Mulheres de Areia 📺 Tieta 📺 A Favorita Tá liberado escolher e se deliciar com uma (ou todas) da lista!",1
518,"To enrolando tanto essa novela, to no capitulo 29 ainda!!!!! #RoqueSanteiro",-1
468,Novela do ano mulheres apaixonadas batendo recorde na globo,1
616,"🚨 | Incluindo 6 Funko Pops! regulares e 2 exclusivos, a Funko acaba de anunciar a coleção de  Round 6 ! Lançamento previsto para Maio de 2022. #Round6 #SquidGame",0
707,"Monaaa o besouro, a novela pedra sobre pedra, o besouro entrou na xoxota da menina, no dia seguinte ela apareceu grávida",0
865,@fulano 1. Pantanal 2. Rei do Gado 3. Terra Nostra,0
432,Até então gosto das duas pq nunca vi Laços de Família na íntegra 😕,-1
411,"MVED NEWS:1)#JungHoYeon revela o que ela aprendeu com seu papel no  Squid Game  e a reação a seus seguidores no Instagram A atriz de  Squid Game  Jung Ho Yeon participou de uma entrevista para a revista de moda Cosmopolitan, onde ela compartilhou sua reação à imensa + #mvednews",0
854,Terei eu que ir no RiR apenas pra cantar Zitti e Buoni no meu italiano que aprendi com Terra Nostra?,0
602,A terceira temporada de Sex Education já está disponível na Netflix #SexEducation ,0
127,"essas novelas antigas, tirando a viagem, não acho recomendável rever nenhuma, pq a maioria envelheceu igual leite, já que o povo não era desconstruído e tals #TITITI",1
704,e o cadeirudo de a indomada? 😂 MEDO,0
818,"Assim que terminar Roque Santeiro, vou maratonar!",1
253,Botei mulheres apaixonadas pra assistir e ja to rindo demais da cristiane torloni falando sza,1
82,Essa música da Madonna eu amo #AGataComeuNoGloboplay,1
413,"Se não fosse o politicamente correto , bem q podia ser uma continuação de Tieta do Agreste!! 🥰🥰... falando nisso... pelo amor de Deus Aguinaldo!! O q é q tinha na caixa da Perpétua??? O mundo precisa saber!!!",1
1013,Para mim a Heloisa de #Mulheresapaixonadas sofria Gaslighting #Fantástico,-1
554,minha mãe assistindo mulheres de areia pela milionésima vez e choca um total de 0 pessoas,0
687,Foram revelados os novos Funko Pop! de Round 6/Squid Game. A coleção já está disponível agora pré-venda no site,0
808,Esperava a continuação de Terra Nostra e recebi essa bomba. Gostei apenas do primeiro capítulo!,-1
287,"mulheres de areia, o cravo e a rosa, beth a feia, todas essas novelas eu ouço o som e já chego assim DE NOVO????",-1
499,"Hoje terminei #MulheresApaixonadas e posso dizer que amei a novela, mesmo sendo barriguda kkkk !! Achei uma novela realista, que trata de certas questões importantes para a nossa sociedade, mesmo com seus defeitos !!!",1
197,Nunca calhou ver. Já Pedra Sobre Pedra (e as quinhentas repetições) é provavelmente a primeira novela que me lembro de ver.,0
1031,Gloria Perez (autora) e Jayme Monjardim (diretor) comentam volta de #OClone no Vale a Pena Ver de Novo . Confira no link 👉👉👉,0
914,#AGataComeuNoGloboplay Eu amo muito,1
371,Ela falou em amor próprio finalmente #AGataComeuNoGloboplay,1
250,Minha mãe se chama Simone por causa da novela Selva de Pedra kaakakkakakakak,0
243,A Bia foi de tieta aaa meu Deus que icônica ameiii e o outro de Jorge Tadeu,1
